incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
Inc003264,Narcotics,Central,Fairview,Az,8650 Elm Blvd,46.424282,-120.996678,2018-09-09 02:11:36,Off0111,Donna,Thompson,4688.0,,,,,,,Vic00084,Anthony,Nguyen,35.0,Unknown,8556248658,Bat,Low,Open,,,41738.8,Yes,
Inc003052,Burglry,East,Hillcrest,Oh,5420 River Rd,47.020966,-83.072251,2020-07-04 13:31:15,Off0104,James,Taylor,,Sus00783,Anthony,Martin,33.0,Male,Asian,Vic00960,Mark,Taylor,55.0,Male,8322788736,Rifle,Critical,,Warning,2.0,-34291.84,No,Incident At 5420 River Rd. Officer Responded At Scene.
Inc000524,Theft,Northeast,Centerville,Fl,6121 Oak Ave,44.872436,-106.852051,2023-07-30 09:05:34,Off0014,Joseph,Smith,4335.0,Sus00236,Thomas,Jones,,Female,Hispanic,Vic00569,Robert,Scott,,Male,6557603556,Knife,Critical,Resolved,,2.0,3201.56,Yes,Incident At 6121 Oak Ave. Officer Responded At Scene.
Inc000560,Fraudulent Activity,Midtown,Centerville,Oh,5094 Main St,28.121432,-84.979481,,Off0046,Donna,Thompson,8121.0,Sus00074,Daniel,Thompson,52.0,Other,White,Vic00821,Barbara,Johnson,26.0,Male,,Pistol,High,,Warning,3.0,37228.41,Yes,Incident At 5094 Main St. Officer Responded At Scene.
Inc000812,Drug Offense,North,Riverside,Ca,5556 River Rd,47.561353,-85.069404,2020-11-26 07:15:19,Off0133,Emily,Nguyen,8079.0,Sus00606,Chris,Garcia,21.0,Male,Asian,Vic00071,Daniel,Jackson,82.0,Female,6281223246,Blunt Object,High,Open,No Arrest,,41473.0,Yes,
Inc003999,Armed Robbery,Southeast,Centerville,Pa,6637 Lincoln St,25.262347,-73.445871,2021-11-05 17:21:18,Off0097,Ashley,Davis,6651.0,Sus00776,Joseph,Brown,18.0,Male,Black,Vic00676,Linda,Nguyen,,Female,8971029006,Knife,,Pending,,3.0,,Yes,Incident At 6637 Lincoln St. Officer Responded At Scene.
Inc003972,Arsen,Southwest,Centerville,Il,3221 Cedar Lane,25.80811,-106.368949,2022-10-07 17:15:25,Off0141,Charles,Nguyen,7634.0,,,,,,,Vic00846,Donna,Jackson,82.0,Female,9249858530,,Critical,Pending,Warning,4.0,,Yes,Incident At 3221 Cedar Lane. Officer Responded At Scene.
Inc000949,Abduction,North,Maplewood,Ca,5783 Main St,40.614362,-80.606867,2024-11-23 19:30:48,Off0020,Susan,Walker,2599.0,Sus00636,Richard,Wright,57.0,,,Vic00228,Mary,Walker,49.0,Male,,,Medium,,No Arrest,2.0,31931.65,,Incident At 5783 Main St. Officer Responded At Scene.
Inc002839,Graffiti,East,Hillcrest,Fl,5563 Lincoln St,31.366741,-81.476181,2018-08-26 04:50:54,Off0050,John,Smith,9830.0,Sus00294,Michael,Jones,51.0,Female,Hispanic,Vic00850,David,Williams,,Male,,Bat,Medium,Closed,Warning,0.0,6546.79,,Incident At 5563 Lincoln St. Officer Responded At Scene.
Inc002859,Trespass,Midtown,Maplewood,Pa,1522 Lincoln St,43.213574,-112.532649,2019-10-15 08:23:45,Off0020,Joseph,Walker,6621.0,Sus00207,Mary,Brown,42.0,Female,Hispanic,Vic00225,Patricia,Green,12.0,Male,5271087397,Knife,Low,Closed,Dismissed,5.0,26845.31,Yes,Incident At 1522 Lincoln St. Officer Responded At Scene.
Inc004651,Cyber Crime,East,Oakdale,Oh,3806 Washington Ave,39.701184,60.9112,2020-03-20 14:28:36,Off0059,Sarah,Martin,5314.0,Sus00385,James,Young,35.0,Male,Black,Vic00777,Donna,Young,55.0,Female,7013956824,Firearm,Critical,Open,Warning,3.0,2167.35,No,Incident At 3806 Washington Ave. Officer Responded At Scene.
Inc003793,Armed Robbery,South,Lakewood,Ca,3852 River Rd,35.044905,-83.999129,2019-01-04 05:16:46,Off0064,Jessica,Walker,9763.0,Sus00630,Donna,Harris,,Male,Black,Vic00208,Richard,Anderson,,Male,,Firearm,Medium,Under Investigation,Arrest Made,3.0,38573.92,No,Incident At 3852 River Rd. Officer Responded At Scene.
Inc004688,Trespassing,West,Lakewood,Pa,1550 Sunset Blvd,25.112438,-97.442801,2021-08-28 15:30:49,Off0094,Anthony,Moore,2483.0,Sus00220,Robert,Wright,58.0,Other,Unknown,Vic00521,Mark,Harris,33.0,Female,2942118872,Bat,Medium,Open,Arrest Made,1.0,8534.94,Yes,Incident At 1550 Sunset Blvd. Officer Responded At Scene.
Inc003745,Asslt,Central,Riverside,Ny,2767 River Rd,28.234244,,2018-01-24 15:33:18,Off0018,James,Lee,5491.0,Sus00769,Donna,Thompson,54.0,Unknown,White,Vic00116,Thomas,Miller,74.0,Female,7626383161,Firearm,Low,Resolved,Arrest Made,2.0,24970.35,No,Incident At 2767 River Rd. Officer Responded At Scene.
Inc002571,Sexual Assault,North,Centerville,Az,4669 Washington Ave,25.148272,-93.057116,2023-05-28 05:34:09,Off0144,Michelle,Flores,4616.0,Sus00376,James,Thompson,61.0,Male,Hispanic,Vic00147,Susan,Nguyen,,Other,,Knife,,,,3.0,,No,Incident At 4669 Washington Ave. Officer Responded At Scene.
Inc002592,Fraud,Midtown,Riverside,Pa,3360 Sunset Blvd,25.974863,-96.956091,2020-08-15 12:17:24,Off0082,Anthony,Thompson,4313.0,Sus00733,Karen,Green,58.0,Female,Black,Vic00333,Barbara,Johnson,64.0,Male,8066824246,Blunt Object,Medium,Closed,Warning,3.0,,No,Incident At 3360 Sunset Blvd. Officer Responded At Scene.
Inc003754,Theft/Larceny,South,Maplewood,Fl,120 Oak Ave,34.995351,-74.532818,2020-05-17 13:46:21,Off0017,Emily,Brown,2857.0,Sus00615,Jennifer,Martin,57.0,Male,Asian,Vic00223,David,Hill,41.0,Male,7714064573,,Critical,Pending,No Arrest,0.0,483.77,Yes,Incident At 120 Oak Ave. Officer Responded At Scene.
Inc003891,Narcotics,East,Centerville,Oh,393 Elm Blvd,,-89.43987,2018-11-28 21:17:46,Off0008,David,Moore,3817.0,Sus00378,Sarah,White,31.0,Female,White,Vic00734,Carol,Wright,69.0,Male,4869555798,Firearm,Medium,Under Investigation,Arrest Made,2.0,29148.65,No,
Inc001824,Trespass,West,Fairview,Pa,2876 River Rd,29.118935,-89.958829,2019-07-14 02:11:20,Off0069,John,Anderson,2450.0,Sus00248,Ashley,Johnson,20.0,Male,Other,Vic00621,Joseph,Brown,36.0,,9175435246,Blunt Object,High,Closed,,0.0,25983.21,No,
Inc003739,Larceny,East,Springfield,Nc,6343 Sunset Blvd,44.749794,-73.947406,2021-07-18 12:36:42,Off0031,Michelle,Martin,9056.0,Sus00344,Ashley,Moore,63.0,Male,Hispanic,Vic00171,Daniel,Taylor,43.0,Male,,,,Under Investigation,Warning,4.0,41970.69,No,
Inc004507,Arson,West,Maplewood,Nc,3637 Sunset Blvd,,-71.382964,2020-06-19 16:28:10,Off0129,Sarah,Torres,9283.0,Sus00485,Susan,Young,42.0,Female,White,Vic00335,Charles,Martin,39.0,Male,9832759311,Rifle,,Open,Arrest Made,4.0,9134.49,Yes,Incident At 3637 Sunset Blvd. Officer Responded At Scene.
Inc002064,Homicide,Central,Lakewood,Nc,4740 Washington Ave,44.042164,,2021-07-15 16:16:52,Off0062,Donna,Moore,3585.0,Sus00784,Joseph,Jones,32.0,Male,Hispanic,Vic00095,James,Martin,33.0,Female,7698247668,Bat,Critical,,No Arrest,4.0,42488.18,Yes,Incident At 4740 Washington Ave. Officer Responded At Scene.
Inc000769,Domestc Violence,West,Lakewood,Tx,2829 Main St,37.746236,-75.794667,2020-04-01 01:39:34,Off0141,Barbara,Jones,7093.0,Sus00038,Nancy,Thomas,63.0,Female,,Vic00620,Matthew,White,74.0,Female,3671332010,Blunt Object,Low,Closed,,2.0,6820.75,Yes,
Inc000900,Tresspassing,South,Oakdale,Fl,9483 Park Rd,26.435438,,2023-07-11 10:36:57,Off0097,Patricia,Anderson,1920.0,,,,,,,Vic00863,Richard,Brown,60.0,Unknown,2553258101,,Low,Closed,Arrest Made,0.0,13459.71,No,Incident At 9483 Park Rd. Officer Responded At Scene.
Inc001193,Trespassing,North,Lakewood,Oh,4072 Oak Ave,40.228054,-75.920794,2019-07-28 16:30:31,Off0122,Jennifer,Anderson,,Sus00293,Charles,Torres,38.0,Male,Unknown,Vic00013,James,White,83.0,Male,,Hands/Feet,Medium,Open,Warning,3.0,7425.53,No,Incident At 4072 Oak Ave. Officer Responded At Scene.
Inc004887,Cybercrime,North,Riverside,Ga,1646 Oak Ave,34.412742,-85.854041,2024-01-29 18:13:58,Off0028,Daniel,Flores,8763.0,Sus00238,Joseph,Moore,50.0,,Hispanic,Vic00699,Daniel,Nguyen,17.0,Female,6243696990,,,Open,Warning,,14830.28,No,Incident At 1646 Oak Ave. Officer Responded At Scene.
Inc000015,Asslt,West,Riverside,Ga,3034 Park Rd,29.976847,-96.821673,2024-03-01 04:58:24,Off0135,Nancy,Moore,2647.0,Sus00199,Susan,Garcia,34.0,Male,,Vic00547,Mary,Johnson,80.0,Female,9142299042,Hands/Feet,High,Open,Arrest Made,2.0,23469.85,No,Incident At 3034 Park Rd. Officer Responded At Scene.
Inc002728,Burglary,West,Oakdale,Pa,6010 Cedar Lane,38.426433,-119.113425,2020-04-16 08:11:15,Off0132,William,Scott,5151.0,Sus00293,Michael,Allen,35.0,Male,Other,Vic00765,Barbara,Green,,Male,3058114555,,Low,Resolved,,0.0,3381.3,Yes,Incident At 6010 Cedar Lane. Officer Responded At Scene.
Inc004684,Homicide,Northeast,Maplewood,Ga,6859 Oak Ave,34.916346,-83.935027,2020-09-09 11:34:44,Off0078,Emily,Jackson,3050.0,Sus00546,Carol,Johnson,21.0,Male,Hispanic,Vic00905,Robert,Johnson,21.0,Female,5485429323,Blunt Object,Low,Open,No Arrest,4.0,21921.32,Yes,Incident At 6859 Oak Ave. Officer Responded At Scene.
Inc002900,Arson,Southwest,Springfield,Ga,5328 Elm Blvd,39.803413,-103.317577,2022-06-14 08:43:36,Off0101,Barbara,Green,4082.0,Sus00527,Jessica,Moore,34.0,Male,,Vic00501,Jessica,Johnson,36.0,,5545185824,Hands/Feet,Low,Open,No Arrest,,22890.42,Yes,Incident At 5328 Elm Blvd. Officer Responded At Scene.
Inc000244,Trespassing,East,Oakdale,Tx,919 Sunset Blvd,39.661998,-118.759075,,Off0140,William,Hill,4181.0,Sus00671,James,Taylor,68.0,,White,Vic00920,Mark,Young,56.0,Female,2147807605,,High,,,0.0,3247.75,Yes,
Inc000317,Hacking,Southwest,Maplewood,Nc,839 Sunset Blvd,47.743973,61.9776,2023-08-17 13:15:02,Off0142,Barbara,Scott,2898.0,Sus00241,Richard,Thompson,61.0,Male,Hispanic,Vic00559,James,Hall,64.0,Female,5367625023,Unarmed,Low,Closed,Warning,5.0,36550.83,Yes,Incident At 839 Sunset Blvd. Officer Responded At Scene.
Inc003964,Arson,South,Springfield,Ga,4240 Cedar Lane,,,2019-01-06 00:57:12,Off0150,Patricia,Torres,6755.0,Sus00018,Joseph,Flores,15.0,Female,Unknown,Vic00946,Robert,Green,46.0,Male,8997643953,Knife,Low,Pending,Dismissed,4.0,891.23,Yes,Incident At 4240 Cedar Lane. Officer Responded At Scene.
Inc002377,Trespassing,West,Maplewood,Nc,5442 Lincoln St,34.234368,-86.65302,2024-08-31 09:30:47,Off0075,Linda,Jones,5568.0,Sus00313,Charles,Anderson,52.0,Female,Hispanic,Vic00457,Jessica,Brown,,Female,,Knife,Medium,Closed,,2.0,35446.9.0,No,Incident At 5442 Lincoln St. Officer Responded At Scene.
Inc000950,Assault,Southwest,Springfield,Ny,438 Lincoln St,37.308371,85.9617,2018-09-18 12:05:55,Off0134,Michael,Wilson,4277.0,Sus00281,Michael,Jackson,,Male,Black,Vic00541,Carol,Martin,73.0,Male,8307445076,Firearm,Critical,Under Investigation,,,13029.45,Yes,Incident At 438 Lincoln St. Officer Responded At Scene.
Inc001130,Homicide,North,Centerville,Az,7801 Maple Dr,26.778073,-119.194899,2018-05-24 15:58:33,Off0053,Jennifer,Garcia,8060.0,Sus00028,Barbara,Scott,70.0,Male,Asian,Vic00765,Jennifer,Jackson,69.0,Female,7444177917,Hands/Feet,,Pending,No Arrest,0.0,40852.02,No,
Inc000482,Narcotics,South,Hillcrest,Ny,5281 Lincoln St,36.382612,-89.385534,2022-10-05 12:16:39,Off0118,Richard,Thompson,1113.0,Sus00384,Mary,Scott,26.0,Male,,Vic00711,Sarah,Torres,21.0,Female,4713501097,Hands/Feet,Critical,Under Investigation,Warning,0.0,30173.5,Yes,Incident At 5281 Lincoln St. Officer Responded At Scene.
Inc003956,Sexual Assualt,Midtown,Lakewood,Ny,5620 Elm Blvd,35.355585,-90.877583,2018-12-03 18:49:17,Off0057,Ashley,Hill,8927.0,Sus00497,Anthony,Jackson,66.0,Female,Other,Vic00090,Barbara,Thompson,39.0,Male,3773475641,Firearm,Low,Resolved,Arrest Made,2.0,33823.25,No,
Inc004230,Fire Setting,South,Maplewood,Ga,5167 Cedar Lane,27.148476,-80.946078,,Off0117,Matthew,Williams,8890.0,,,,,,,Vic00677,Mark,Martin,23.0,,3298727137,Firearm,,Under Investigation,Warning,3.0,,No,Incident At 5167 Cedar Lane. Officer Responded At Scene.
Inc000567,Drug Offense,Midtown,Maplewood,Tx,2799 Washington Ave,47.521741,-104.824812,2024-11-14 06:49:42,Off0133,Anthony,Flores,2812.0,Sus00386,Matthew,Lee,26.0,Male,Asian,Vic00211,Patricia,Young,38.0,Female,7458802502,Knife,Low,Open,Dismissed,4.0,3251.53,Yes,Incident At 2799 Washington Ave. Officer Responded At Scene.
Inc002306,Graffiti,Southeast,Riverside,Il,3774 Lincoln St,31.024657,-104.666615,2022-02-11 08:30:08,Off0128,Chris,Anderson,2414.0,Sus00223,Chris,Allen,26.0,Female,Unknown,Vic00881,Barbara,Moore,,Unknown,4393566312,Hands/Feet,Medium,Open,Warning,,,Yes,Incident At 3774 Lincoln St. Officer Responded At Scene.
Inc000867,Burglary,North,Oakdale,Nc,1212 Maple Dr,34.82311,-97.225538,2018-07-12 13:26:43,Off0123,Nancy,Martin,3325.0,,,,,,,,,,,,,Blunt Object,Critical,Pending,,5.0,28975.86,Yes,Incident At 1212 Maple Dr. Officer Responded At Scene.
Inc003546,Theft/Larceny,Midtown,Centerville,Fl,921 Cedar Lane,42.814437,-88.038978,2023-05-18 06:27:40,Off0015,David,Scott,1379.0,Sus00575,Mark,Jones,44.0,Unknown,,Vic00332,Nancy,Allen,74.0,Female,3514238351,Rifle,,Under Investigation,Warning,,25250.59,No,Incident At 921 Cedar Lane. Officer Responded At Scene.
Inc000650,Theft,South,Riverside,Ca,3567 Washington Ave,45.744,-117.203431,2018-12-24 18:19:04,Off0130,Donna,Scott,8850.0,,,,,,,Vic00833,Patricia,Davis,36.0,Male,3621235079,Hands/Feet,Medium,Open,Arrest Made,2.0,21492.87,No,
Inc004001,Trespass,Central,Hillcrest,Ny,7883 Park Rd,26.183893,-116.922163,2024-02-05 17:11:19,Off0003,William,Taylor,4897.0,Sus00280,Thomas,Hall,72.0,Male,Hispanic,Vic00993,Richard,Nguyen,19.0,Male,8282281575,Hands/Feet,High,Pending,,4.0,33414.71,Yes,Incident At 7883 Park Rd. Officer Responded At Scene.
Inc004659,Arson,North,Lakewood,Fl,5915 Main St,25.750817,-98.651542,2022-12-09 13:43:53,Off0025,Jennifer,Young,,Sus00514,William,Torres,41.0,Male,White,Vic00812,Charles,Moore,78.0,Male,3787224095,,Medium,Under Investigation,,4.0,42965.02,Yes,Incident At 5915 Main St. Officer Responded At Scene.
Inc002962,Abduction,West,Oakdale,Oh,237 Maple Dr,47.353581,-109.76991,2018-06-15 20:50:57,Off0059,Carol,Brown,9011.0,Sus00671,Matthew,Davis,17.0,Male,Asian,Vic00142,Jessica,Nguyen,21.0,Female,5109132226,,Critical,,,5.0,8345.88,Yes,Incident At 237 Maple Dr. Officer Responded At Scene.
Inc000403,Drunk Driving,Midtown,Riverside,Ny,2584 Oak Ave,47.248778,-70.119269,2024-06-20 00:15:36,Off0147,Joseph,Jones,2002.0,Sus00708,Michelle,Harris,63.0,Male,Hispanic,Vic00335,Michelle,Martin,,Male,4937457763,Rifle,Medium,Closed,Arrest Made,1.0,42957.18,Yes,
Inc000529,Duii,North,Fairview,Fl,8485 Maple Dr,,-99.823607,2020-01-12 03:48:48,Off0002,Donna,Thompson,8653.0,Sus00196,James,Thompson,73.0,Unknown,Hispanic,Vic00129,Anthony,Smith,68.0,Male,4296683734,Unarmed,Medium,Closed,Warning,,45992.69,No,
Inc003033,Cybercrime,Northeast,Riverside,Ca,3853 Maple Dr,47.486281,-84.4065,2019-09-27 21:25:33,Off0100,Linda,Taylor,5319.0,Sus00768,Carol,White,50.0,Female,Asian,Vic00499,Ashley,Jackson,10.0,Female,6826607304,Knife,Low,Open,Arrest Made,2.0,39258.03,Yes,Incident At 3853 Maple Dr. Officer Responded At Scene.
Inc001611,Fraud,Northeast,Riverside,Ca,1869 Cedar Lane,32.361281,-74.194224,2021-10-08 11:52:48,Off0027,Joseph,Hall,4323.0,,,,,,,Vic00193,Patricia,Green,18.0,Male,7169758295,Pistol,Low,Resolved,Dismissed,0.0,31832.75,Yes,Incident At 1869 Cedar Lane. Officer Responded At Scene.
Inc003846,Homicide,Southwest,Lakewood,Nc,5327 Main St,37.225832,-106.451411,2020-07-17 10:10:56,Off0017,John,Jackson,8968.0,,,,,,,Vic00874,Joseph,Williams,49.0,Female,5515284227,Blunt Object,Critical,Open,No Arrest,1.0,14314.61,Yes,Incident At 5327 Main St. Officer Responded At Scene.
Inc002810,Manslaughter,Northeast,Lakewood,Oh,8729 Sunset Blvd,,-115.686993,2020-08-17 09:51:32,Off0095,Chris,Martin,5581.0,,,,,,,Vic00253,David,Moore,90.0,Female,6783887476,Pistol,Critical,Under Investigation,No Arrest,3.0,38587.52,Yes,Incident At 8729 Sunset Blvd. Officer Responded At Scene.
Inc003225,Robbry,Southwest,Lakewood,Ca,3401 Washington Ave,40.068917,-97.577698,2019-10-29 17:10:36,Off0113,James,Thomas,3272.0,Sus00332,Robert,Thompson,22.0,,,,,,,,,Unarmed,Low,,No Arrest,3.0,24950.43,Yes,
Inc003580,Vandalism,Southwest,Fairview,Oh,3642 River Rd,37.02668,-70.788066,,Off0074,Charles,Wright,5870.0,Sus00788,Emily,Scott,39.0,Other,White,,,,,,,Firearm,Medium,Under Investigation,No Arrest,0.0,39046.99,No,Incident At 3642 River Rd. Officer Responded At Scene.
Inc001075,Vandlism,East,Fairview,Tx,7867 Maple Dr,47.644934,-83.933901,2022-03-04 10:09:10,Off0146,Jessica,Davis,2313.0,,,,,,,Vic00704,Michelle,Wright,45.0,Unknown,5989362315,,Low,,,2.0,4603.23,Yes,Incident At 7867 Maple Dr. Officer Responded At Scene.
Inc002803,Vandlism,Northwest,Springfield,Fl,3987 River Rd,35.603016,-74.325311,2023-02-25 05:49:29,Off0066,Carol,Torres,9588.0,,,,,,,Vic00258,Linda,Anderson,90.0,Male,3282954128,Firearm,Low,Closed,Dismissed,5.0,18814.07,No,
Inc004842,Sexual Assualt,Southwest,Lakewood,Nc,2154 Main St,39.038353,-112.629343,2022-04-18 08:01:12,Off0042,Mark,Thomas,,Sus00580,Karen,Johnson,72.0,Female,White,Vic00979,Linda,Anderson,78.0,Male,3847382609,Unarmed,Critical,Closed,Dismissed,5.0,,Yes,Incident At 2154 Main St. Officer Responded At Scene.
Inc000028,Fraud,Northeast,Fairview,Fl,1252 Washington Ave,39.564167,68.4369,2019-08-26 10:30:28,Off0090,Susan,Wright,3419.0,,,,,,,Vic00263,Nancy,Jones,19.0,Other,9917439095,,Medium,Resolved,Arrest Made,3.0,34056.67,No,Incident At 1252 Washington Ave. Officer Responded At Scene.
Inc000495,Fire Setting,Central,Centerville,Ca,3975 Maple Dr,26.017491,,2021-11-30 22:06:21,Off0131,Nancy,Jackson,9496.0,Sus00748,Michael,Taylor,37.0,,Hispanic,Vic00014,Joseph,Davis,22.0,Male,3749604572,Hands/Feet,Medium,Closed,Arrest Made,5.0,2135.4,No,Incident At 3975 Maple Dr. Officer Responded At Scene.
Inc000788,Burglary,West,Fairview,Il,2062 Washington Ave,39.660225,-87.953205,2024-01-15 01:03:50,Off0045,Susan,Walker,2110.0,,,,,,,Vic00925,Mary,Miller,55.0,Unknown,5079801235,Firearm,High,,Arrest Made,2.0,3152.67,Yes,Incident At 2062 Washington Ave. Officer Responded At Scene.
Inc001664,Vandalism,South,Oakdale,Tx,912 River Rd,32.954956,-105.691779,2018-10-19 14:21:21,Off0056,Thomas,Jones,3800.0,Sus00169,Nancy,Scott,27.0,Female,White,Vic00524,Anthony,Wilson,88.0,Unknown,,Pistol,High,Open,,4.0,27245.81,No,
Inc001691,Burglary,Southeast,Centerville,Ca,4356 River Rd,31.325604,-86.792666,2023-09-14 21:53:45,Off0119,John,Flores,6210.0,Sus00216,Michael,Harris,41.0,Male,Unknown,Vic00115,William,Torres,74.0,Female,9345188511,Hands/Feet,Critical,Closed,Warning,0.0,36801.45,Yes,Incident At 4356 River Rd. Officer Responded At Scene.
Inc002005,Drug Offense,North,Riverside,Az,7062 Main St,37.726638,-87.455628,2022-01-11 18:42:34,Off0073,Anthony,Nguyen,7616.0,Sus00421,Daniel,Brown,,Male,Asian,Vic00025,Donna,Anderson,59.0,Other,8442802406,Knife,Critical,Closed,Arrest Made,3.0,13173.14,Yes,Incident At 7062 Main St. Officer Responded At Scene.
Inc003053,Drunk Driving,North,Springfield,Ga,463 Cedar Lane,29.529052,-81.066666,2021-05-12 13:40:27,Off0086,Mark,Jones,3148.0,Sus00495,Charles,Hill,47.0,Female,Asian,,,,,,,Rifle,,Resolved,Arrest Made,4.0,46590.53,No,Incident At 463 Cedar Lane. Officer Responded At Scene.
Inc000531,Sexual Assault,Central,Springfield,Az,349 Maple Dr,40.945427,-97.131481,2020-01-26 17:47:08,Off0108,Mary,Scott,2868.0,Sus00343,Chris,Young,22.0,Female,White,Vic00039,Patricia,Johnson,18.0,Female,9259483480,,Low,Open,Dismissed,0.0,6727.52,No,Incident At 349 Maple Dr. Officer Responded At Scene.
Inc002685,Arsen,Central,Lakewood,Tx,2165 Park Rd,47.065243,-88.892191,2022-11-08 21:06:58,Off0065,Patricia,Thompson,9431.0,Sus00314,Linda,Hall,57.0,Female,Black,Vic00032,Michelle,Young,59.0,,7273459459,Firearm,,,Arrest Made,0.0,14948.62,Yes,Incident At 2165 Park Rd. Officer Responded At Scene.
Inc000527,Sexual Assualt,North,Oakdale,Ga,5207 River Rd,31.482141,-116.280528,,Off0116,Karen,Wilson,1591.0,Sus00094,Nancy,Johnson,24.0,Male,Unknown,Vic00106,Nancy,Martin,,,9203098925,Hands/Feet,High,Closed,No Arrest,2.0,25797.84,Yes,Incident At 5207 River Rd. Officer Responded At Scene.
Inc002394,Drunk Driving,North,Centerville,Ny,6051 Maple Dr,,-102.889354,,Off0060,Jennifer,Green,8180.0,,,,,,,Vic00204,Barbara,Jones,,Male,3311507701,Knife,High,Under Investigation,No Arrest,0.0,49665.1,Yes,Incident At 6051 Maple Dr. Officer Responded At Scene.
